system_id,feature_mode,classifier,position,n_auc_folds,mean_fold_auc,fold_auc_std,oof_auc,oof_accuracy,oof_balanced_accuracy,fold_Cs,n_dev,selected,final_C,holdout_auc,holdout_accuracy
pooled,topk_only,logistic_regression,prompt_end_minus_16,5,0.6290411338383919,0.13823040751768956,0.6147135795289328,0.5653409090909091,0.5670091434848632,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,True,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_15,5,0.5786064300085856,0.052362189750167605,0.5696746470227133,0.5823863636363636,0.5805143614099706,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_14,5,0.5025661990892676,0.03661480392089049,0.48767406545830505,0.5085227272727273,0.5054602436108688,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_13,5,0.43503158682989207,0.11022371099597914,0.42748214920357985,0.48863636363636365,0.4869309553810862,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_12,5,0.4760913449394879,0.05872570149016098,0.4710348615553617,0.4744318181818182,0.47457271170559917,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_11,5,0.5381404452570498,0.02913660610738213,0.49384511001260056,0.44886363636363635,0.45084165293528483,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_10,5,0.5021534733798418,0.07312620174906966,0.5333914897741592,0.5227272727272727,0.5231494943620562,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_09,5,0.4505250639039299,0.08228587284617139,0.5042809602274563,0.48579545454545453,0.48449161577978095,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_08,5,0.4158500278903786,0.05028113497582638,0.47933830893993723,0.48863636363636365,0.48886950340861357,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_07,5,0.41945007419769686,0.11332361903902992,0.43000226163936545,0.42045454545454547,0.42047106717068916,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_06,5,0.45181780482473616,0.03795032208647328,0.4353655778488579,0.44886363636363635,0.44874155923879677,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_05,5,0.41213592610910865,0.039965172162987304,0.3817647248877258,0.42329545454545453,0.42113340441342767,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_04,5,0.4348380742609895,0.045408015265582975,0.40825821459726663,0.44886363636363635,0.4485800135698362,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_03,5,0.4443854230640321,0.07970532171590107,0.4538140932441601,0.4715909090909091,0.4710025524215696,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_02,5,0.48690931669997556,0.06277463497229817,0.48967723175341665,0.5056818181818182,0.5049594520370908,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_01,5,0.4722029711845022,0.06755248190387789,0.45164938128008786,0.4630681818181818,0.45770734386611095,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_plus_rank,logistic_regression,prompt_end_minus_16,5,0.6127443021060544,0.15310689370793226,0.583212174081613,0.5340909090909091,0.5350069464637653,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,True,0.1,,
pooled,topk_plus_rank,logistic_regression,prompt_end_minus_15,5,0.5559112907577497,0.0683610913250138,0.5431488481793803,0.5482954545454546,0.5463959161254887,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_plus_rank,logistic_regression,prompt_end_minus_14,5,0.4828721268063304,0.06543043149744719,0.4588543181157313,0.4630681818181818,0.4607767115763626,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_plus_rank,logistic_regression,prompt_end_minus_13,5,0.41977975174667936,0.06887537073955319,0.4055442473587283,0.45170454545454547,0.4502116248263384,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_plus_rank,logistic_regression,prompt_end_minus_12,5,0.46859538255645516,0.05549363651702992,0.45866046331297855,0.4715909090909091,0.471648735097412,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_plus_rank,logistic_regression,prompt_end_minus_11,5,0.4812606173838989,0.04260583898104927,0.45029239766081874,0.4375,0.4378533811508514,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_plus_rank,logistic_regression,prompt_end_minus_10,5,0.4619503542061798,0.06761303598201118,0.4841200607411715,0.4772727272727273,0.47701205130690444,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_plus_rank,logistic_regression,prompt_end_minus_09,5,0.42600463700928237,0.05421622660871227,0.4714548802946593,0.48295454545454547,0.48189073050951503,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_plus_rank,logistic_regression,prompt_end_minus_08,5,0.4199812130254836,0.0511328386164592,0.4466737746761009,0.4715909090909091,0.471648735097412,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_plus_rank,logistic_regression,prompt_end_minus_07,5,0.3968495573375625,0.09916812758572706,0.4019256243740106,0.40625,0.4053665471228716,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_plus_rank,logistic_regression,prompt_end_minus_06,5,0.41070368815863995,0.05585733430425156,0.3961745985590126,0.4005681818181818,0.399680139575458,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_plus_rank,logistic_regression,prompt_end_minus_05,5,0.38611265307736825,0.04020240458779979,0.3605053148525088,0.3835227272727273,0.3806823689056896,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_plus_rank,logistic_regression,prompt_end_minus_04,5,0.41187583494334457,0.031062593277377065,0.38926044392749837,0.4147727272727273,0.414138476947433,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_plus_rank,logistic_regression,prompt_end_minus_03,5,0.4113572702942019,0.06840715297907048,0.4242512358243676,0.4318181818181818,0.4307130625827922,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_plus_rank,logistic_regression,prompt_end_minus_02,5,0.45284445191270706,0.02729732150562815,0.4606959387418823,0.48579545454545453,0.48465316144874154,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
pooled,topk_plus_rank,logistic_regression,prompt_end_minus_01,5,0.4488444224547778,0.04605365214071452,0.43940421957287323,0.45170454545454547,0.4476268941229686,"[0.1, 0.1, 0.1, 0.1, 0.1]",352,False,0.1,,
