system_id,feature_mode,classifier,position,n_auc_folds,mean_fold_auc,fold_auc_std,oof_auc,oof_accuracy,oof_balanced_accuracy,fold_Cs,n_dev,selected,final_C,holdout_auc,holdout_accuracy
pooled,topk_only,logistic_regression,prompt_end_minus_16,5,0.5823188493218449,0.1391578102329293,0.6370698391104571,0.6151885830784913,0.6084803642572567,"[0.1, 0.1, 0.1, 0.1, 0.1]",1962,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_15,5,0.5542135718595632,0.11707013450159263,0.6609881033357857,0.6401630988786952,0.6396601746324806,"[0.1, 0.1, 0.1, 0.1, 0.1]",1962,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_14,5,0.49285509179812526,0.21055731741899217,0.6499687660507794,0.6855249745158002,0.626207365659314,"[0.1, 0.1, 0.1, 0.1, 0.1]",1962,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_13,5,0.5884364917247092,0.09949773859637363,0.6756555658897512,0.5886850152905199,0.61738134569735,"[0.1, 0.1, 0.1, 0.1, 0.1]",1962,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_12,5,0.680145305774945,0.04140556613738029,0.7466551910823604,0.6921508664627931,0.7074669961269903,"[0.1, 0.1, 0.1, 0.1, 0.1]",1962,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_11,5,0.6216847395586624,0.21394371292381661,0.7692713466690729,0.6839959225280327,0.7179949192775934,"[0.1, 0.1, 0.1, 0.1, 0.1]",1962,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_10,5,0.6888464682120574,0.06949866317163679,0.774221580576648,0.6946992864424058,0.7088898760359259,"[0.1, 0.1, 0.1, 0.1, 0.1]",1962,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_09,5,0.7679570561017325,0.1510252297724288,0.8864833349528715,0.8348623853211009,0.8345461360134375,"[0.1, 0.1, 0.1, 0.1, 0.1]",1962,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_08,5,0.612024636579546,0.2516423271270213,0.781248525063509,0.7507645259938838,0.7423476824409678,"[0.1, 0.1, 0.1, 0.1, 0.1]",1962,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_07,5,0.7612917049165085,0.11561097286062436,0.8593861487846522,0.7410805300713558,0.7951108458153449,"[0.1, 0.1, 0.1, 0.1, 0.1]",1962,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_06,5,0.8421518124964713,0.04126283381673696,0.8960395352388356,0.8328236493374108,0.842025625720116,"[0.1, 0.1, 0.1, 0.1, 0.1]",1962,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_05,5,0.7600818992339538,0.11235507714983005,0.866418645973597,0.8037716615698267,0.8150325527159654,"[0.1, 0.1, 0.1, 0.1, 0.1]",1962,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_04,5,0.7213319425792466,0.19569160233826813,0.8373641323208906,0.7426095820591233,0.7830378833099657,"[0.1, 0.1, 0.1, 0.1, 0.1]",1962,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_03,5,0.7597462690732459,0.1047873209887472,0.8080236545108763,0.7390417940876657,0.7724280578036287,"[0.1, 0.1, 0.1, 0.1, 0.1]",1962,False,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_02,5,0.8707014922576839,0.05997215514553978,0.901928175798548,0.8363914373088684,0.8375543123672557,"[0.1, 0.1, 0.1, 0.1, 0.1]",1962,True,0.1,,
pooled,topk_only,logistic_regression,prompt_end_minus_01,5,0.8016215529194609,0.07121437394914691,0.8849924344434111,0.8165137614678899,0.8329191943029277,"[0.1, 0.1, 0.1, 0.1, 0.1]",1962,False,0.1,,
pooled,topk_plus_rank,logistic_regression,prompt_end_minus_16,5,0.6141553078463614,0.1549450369117975,0.6942404597637326,0.6549439347604485,0.6479128781043075,"[0.1, 0.1, 0.1, 0.1, 0.1]",1962,False,0.1,,
pooled,topk_plus_rank,logistic_regression,prompt_end_minus_15,5,0.5844840213507745,0.1325543763102274,0.6998042672515512,0.6860346585117227,0.6760442550356067,"[0.1, 0.1, 0.1, 0.1, 0.1]",1962,False,0.1,,
pooled,topk_plus_rank,logistic_regression,prompt_end_minus_14,5,0.5439889878551447,0.18401329609242234,0.686569401835168,0.7074413863404689,0.6664519621860988,"[0.1, 0.1, 0.1, 0.1, 0.1]",1962,False,0.1,,
pooled,topk_plus_rank,logistic_regression,prompt_end_minus_13,5,0.6214376884770194,0.09401200868826777,0.7110179491094853,0.6534148827726809,0.6492135985674028,"[0.1, 0.1, 0.1, 0.1, 0.1]",1962,False,0.1,,
pooled,topk_plus_rank,logistic_regression,prompt_end_minus_12,5,0.676859940876201,0.04949950572265224,0.7556866610214196,0.7079510703363915,0.6968988158862807,"[0.1, 0.1, 0.1, 0.1, 0.1]",1962,False,0.1,,
